48566821,,1,2/1/2018 15:55,2,,,<python><machine-learning><scikit-learn><keras>,10,fp,,,
40158232,,1,10/20/2016 15:09,1,,,<python><machine-learning><tensorflow><artificial-intelligence><reinforcement-learning>,7,mr,,,
39672136,,1,9/24/2016 3:21,1,,,<apache-spark><machine-learning><pyspark><xgboost>,7,?,,,
39688927,,1,9/25/2016 16:02,3,,,<python><machine-learning><scikit-learn><tf-idf><document-classification>,7,md,,,
47795697,,1,12/13/2017 14:41,3,,,<image-processing><machine-learning><neural-network><deep-learning><keras>,4,dp,,,
40399631,,1,11/3/2016 10:51,1,,,<python><machine-learning><scikit-learn>,4,mr,,,
40643639,,1,11/16/2016 22:39,1,,,<python><numpy><machine-learning>,4,mb,,,
39725052,,1,9/27/2016 12:44,2,,,<python><machine-learning><scikit-learn>,9,mr,,,
40401008,,1,11/3/2016 12:03,1,,,<python><machine-learning><scikit-learn><keras>,7,mr,,,
56116341,,1,5/13/2019 16:23,0,,,<python><machine-learning><xgboost>,4,mm,,,
32097392,,1,8/19/2015 13:47,5,,,<python><arrays><numpy><machine-learning><scikit-learn>,9,md,,,
40370800,,1,11/2/2016 0:46,2,,,<python><pandas><machine-learning><scikit-learn>,9,fp,,,
8556724,,1,12/19/2011 3:08,1,,,<python><python-2.7><machine-learning><macports><shogun>,4,mr,,,
32215827,,1,8/25/2015 23:40,2,,,<python><machine-learning><lda><topic-modeling><collaborative-filtering>,32,mr,,,
56449787,,1,6/4/2019 18:57,7,,,<python><machine-learning><linear-regression><statsmodels>,12,md,,,
38725851,,1,8/2/2016 16:25,1,,,<python><algorithm><machine-learning><tensorflow>,10,mr,,,
49212257,,1,3/10/2018 18:00,0,,,<python><machine-learning><neural-network><deep-learning><lstm>,4,dp,,,
31198020,,1,7/3/2015 3:36,2,,,<python><machine-learning><cluster-analysis><kernel-density>,5,dp,,,
38165273,,1,7/2/2016 23:18,2,,,<python><machine-learning><scikit-learn><precision-recall>,5,me,,,
39737507,,1,9/28/2016 3:23,2,,,<python><machine-learning><tensorflow><add><bigdata>,4,no,,,
40466303,,1,11/7/2016 13:24,3,,,<python><machine-learning><tensorflow><keras><conv-neural-network>,7,dp,,,
39662398,,1,9/23/2016 13:45,17,,,<python><text><machine-learning><scikit-learn><classification>,24,no,,,
38720283,,1,8/2/2016 12:20,2,,,<python><machine-learning><scikit-learn><cluster-analysis><levenshtein-distance>,14,md/mr,,,
56506412,,1,6/8/2019 12:35,1,,,<python><machine-learning><pytorch><lstm>,6,dp,,,
39716241,,1,9/27/2016 4:55,2,,,<python><machine-learning><tensorflow><deep-learning>,11,no,,,
16128834,,1,4/21/2013 7:15,1,,,<python><machine-learning><svm><scikit-learn>,6,mr,,,
46456381,,1,9/27/2017 20:07,3,,,<python><machine-learning><cross-validation><kaggle><lightgbm>,15,me,,,
48862451,,1,2/19/2018 8:57,3,,,<python><machine-learning><neural-network>,13,mb,,,
59112527,,1,11/30/2019 1:45,1,,,<python><tensorflow><machine-learning><keras><tensorflow2.0>,5,no,,,
41384604,,1,12/29/2016 17:36,1,,,<python><machine-learning><scikit-learn><random-forest>,4,mr,,,
39574999,,1,9/19/2016 13:56,1,,,<python><image-processing><machine-learning><computer-vision><tensorflow>,5,dp/mb,,,
48746829,,1,2/12/2018 12:44,0,,,<python><tensorflow><machine-learning><neural-network><keras>,5,me,,,
57046862,,1,7/15/2019 20:37,1,,,<python><machine-learning><data-science><lightgbm>,9,?,,,
47722750,,1,12/8/2017 21:57,1,,,<machine-learning><tensorflow><classification>,5,mb,,,
32219172,,1,8/26/2015 6:12,1,,,<python><machine-learning><scikit-learn>,4,md,,,
49012025,,1,2/27/2018 15:14,1,,,<machine-learning><deep-learning><keras><loss-function><semantic-segmentation>,8,md/fp,,,
9301191,,1,2/15/2012 20:53,3,,,<python><export><machine-learning><libsvm>,5,no,,,
56675943,,1,6/19/2019 21:15,2,,,<python><machine-learning><artificial-intelligence><pytorch>,14,no,,,
49561882,,1,3/29/2018 17:21,2,,,<python><pandas><machine-learning><scikit-learn><svm>,4,no,,,
47781375,,1,12/12/2017 20:54,1,,,<machine-learning><tensorflow><tfrecord>,4,fp,,,
49377483,,1,3/20/2018 6:19,1,,,<python><tensorflow><machine-learning><softmax><cross-entropy>,14,me,,,
49496772,,1,3/26/2018 16:57,1,,,<docker><machine-learning><containers><slurm><singularity-container>,4,?,,,
41037650,,1,12/8/2016 10:52,1,,,<python><machine-learning><tensorflow>,6,md,,,
47876999,,1,12/18/2017 21:55,2,,,<python><machine-learning><scikit-learn><cross-validation><roc>,4,mb,,,
41430233,,1,1/2/2017 16:26,0,,,<python><machine-learning><scikit-learn>,4,?,,,
17055964,,1,6/12/2013 0:32,1,,,<python><machine-learning><computer-vision><bioinformatics>,8,mr,,,
39770376,,1,9/29/2016 12:29,5,,,<python><machine-learning><scikit-learn>,23,me,,,
33470477,,1,11/2/2015 3:52,5,,,<python><machine-learning><xgboost>,6,mb,,,
17386394,,1,6/30/2013 1:52,4,,,<machine-learning><nlp>,7,all,,,
47898326,,1,12/20/2017 3:22,3,,,<python><machine-learning><scikit-learn>,4,no,,,
50111190,,1,5/1/2018 4:02,1,,,<python><machine-learning><scikit-learn>,5,fp/mb,,,
49370879,,1,3/19/2018 19:26,4,,,<python><pandas><machine-learning><grid-search><hyperparameters>,4,mr/md,,,
58366612,,1,10/13/2019 18:33,1,,,<python><numpy><machine-learning><neural-network><backpropagation>,4,me,,,
57205585,,1,7/25/2019 15:29,1,,,<python><python-3.x><machine-learning><scikit-learn><cross-validation>,4,?,,,
41733997,,1,1/19/2017 4:52,2,,,<python><machine-learning><feature-extraction><categorical-data><one-hot-encoding>,4,fp,,,
47945077,,1,12/22/2017 17:12,3,,,<python><tensorflow><machine-learning>,4,?,,,
42338972,,1,2/20/2017 7:43,8,,,<python><pandas><machine-learning><regression><xgboost>,19,fp/mb,,,
56071569,,1,5/10/2019 6:01,1,,,<python><machine-learning><backpropagation><gradient-descent><perceptron>,7,me,,,
58703496,,1,11/5/2019 2:07,1,,,<python><machine-learning><scikit-learn><decision-tree>,7,mr/md,,,
49425056,,1,3/22/2018 9:35,3,,,<python><tensorflow><machine-learning><lambda><keras>,6,mb,,,
