MATLAB,31161075,,,0,,mb
PYTHON,48862451,!ma,py,0,,mb
MATLAB,16492972,,,0,,mr
MATLAB,23992676,,,0,,mb
MATLAB,9536786,,c#,0,,mb
MATLAB,9536786,,c#,0,,mr
MATLAB,36628181,,,0,,mb
MATLAB,2613368,,,0,,all
MATLAB,2383936,,ja/c/c+,0,,mb
MATLAB,1291027,,,0,,dcp
MATLAB,21799435,,,0,,mb
MATLAB,35094385,,,0,,mb
MATLAB,2519997,,,0,,mr
MATLAB,15261996,,,0,,mb
MATLAB,10827089,,,0,,mb
MATLAB,13687256,,,0,,dcp
MATLAB,825162,,c+,0,,mb
MATLAB,7177753,,,0,,mb
PYTHON,28431350,!ma,py,0,,mb
MATLAB,24351206,,,0,,mb
PYTHON,19530383,!ma,py,0,,dcp
MATLAB,13055051,,c,0,,me
MATLAB,29734116,,,0,,dcp
MATLAB,22491359,,,0,,mr
JAVA,31438822,!ma,ja,0,,md
MATLAB,7808011,,c+/r,0,,mr
MATLAB,20591199,,,0,,mb
MATLAB,1686567,,,1,27.43333333,all
MATLAB,202334,,,1,0.216666667,mb
MATLAB,2103152,,r,1,0.35,me
MATLAB,53827033,!r,,0,,me
MATLAB,1373516,,,1,2.066666667,mb
MATLAB,1960430,,,1,3.85,mb
MATLAB,37333536,,,0,,mb
MATLAB,3070789,,,1,2.6,mb
MATLAB,7260099,,,0,,md
MATLAB,3431505,,,1,3.9,mb
MATLAB,4402110,,,1,1.716666667,fp
MATLAB,4811995,,r,1,2.833333333,no
R,4903092,!ma,r,1,23.11666667,me
MATLAB,5258740,,,1,0.133333333,me
MATLAB,4976539,,,1,0.2,mb
MATLAB,3125527,,r,0,,no
MATLAB,8281906,,,1,0.3,mb
MATLAB,38466317,,,0,,dcp
MATLAB,9454646,,,1,0.933333333,mr
MATLAB,9733090,,,1,41.33333333,mb
R,9440430,!ma!py,r,1,0.383333333,md
MATLAB,4634788,,,1,740.2833333,mb
MATLAB,7535689,!ja,,1,0.75,mb
MATLAB,5371404,,,1,3.683333333,me
MATLAB,13784509,,,1,33.93333333,me
MATLAB,7715138,,,1,101.7666667,mb
MATLAB,15132982,,c+,1,13.73333333,mb
MATLAB,15132982,,c+,1,13.73333333,md
MATLAB,7390173,,r,1,775.4666667,me
MATLAB,8068040,!py,,1,0.333333333,no
MATLAB,8953326,!py,,1,330.1166667,mb
MATLAB,9614729,,c+,1,1.916666667,no
