31161075,,1,7/1/2015,1,,,<matlab><machine-learning><svm>,13,mb,,,
48862451,,1,2/19/2018,3,,,<python><machine-learning><neural-network>,13,mb,py,!ma,
16492972,,1,5/11/2013,2,,,<matlab><statistics><machine-learning><computer-vision>,4,mr,,,
23992676,,1,6/2/2014,2,,,<image-processing><machine-learning><neural-network><matlab><genetic-algorithm>,6,mb,,,
9536786,,1,3/2/2012,1,,,<c#><matlab><machine-learning><bayesian><ensemble-learning>,4,mb/mr,c#,,
36628181,,1,4/14/2016,2,,,<machine-learning><neural-network><backpropagation><conv-neural-network>,5,mb,,,
2613368,,1,4/10/2010,4,,,<matlab><artificial-intelligence><machine-learning><ocr><pattern-recognition>,5,all,,,
2383936,,1,3/5/2010,5,,,<java><c><matlab><machine-learning><svm>,7,mb,ja/c/c+,,
1291027,,1,8/17/2009,4,,,<matlab><machine-learning><neural-network>,5,dp,,,
21799435,,1,2/15/2014,5,,,<matlab><machine-learning>,4,mb,,,
35094385,,1,1/29/2016,1,,,<matlab><machine-learning><neural-network><artificial-intelligence><octave>,5,mb,,,
2519997,,1,3/25/2010,2,,,<matlab><machine-learning><neural-network><false-positive>,6,mr,,,
15261996,,1,3/7/2013,2,,,<matlab><machine-learning><neural-network><time-series><prediction>,13,mb,,,
10827089,,1,5/31/2012,1,,,<matlab><machine-learning><artificial-intelligence><bayesian-networks><reinforcement-learning>,8,mb,,,
13687256,,1,12/3/2012,2,,,<machine-learning><neural-network><normalization><som><self-organizing-maps>,4,dp,,,
825162,,1,5/5/2009,3,,,<c++><matlab><machine-learning><neural-network>,4,mb,c+,,
7177753,,1,8/24/2011,2,,,<matlab><machine-learning><svm><libsvm>,6,mb,,,
28431350,,1,2/10/2015,5,,,<python-3.x><machine-learning><scikit-learn><probability><bayesian-networks>,27,mb,py,!ma,
13760967,,1,12/7/2012,3,,,<machine-learning><bigdata>,37,mr,no,!ma!ja,
24351206,,1,6/22/2014,4,,,<matlab><machine-learning><neural-network><backpropagation>,8,mb,,,
19530383,,1,10/22/2013,11,,,<python><numpy><machine-learning>,14,dc,py,!ma,
13055051,,1,10/24/2012,2,,,<c><algorithm><matlab><machine-learning><confusion-matrix>,5,me,c,,
29734116,,1,4/19/2015,1,,,<matlab><image-processing><machine-learning>,10,dp,,,
22491359,,1,3/18/2014,1,,,<matlab><machine-learning><classification><least-squares>,6,mr,,,
31438822,,1,7/15/2015,2,,,<java><machine-learning><nlp><artificial-intelligence><word2vec>,5,md,ja,!ma,
7808011,,1,10/18/2011,3,,,<c++><r><matlab><image-processing><machine-learning>,5,mr,c+/r,,
20591199,,1,12/15/2013,1,,,<matlab><machine-learning><linear-regression><newtons-method><gradient-descent>,4,mb,,,
