R,16047192,,,0,,me
R,17551167,,,0,,mb
R,9499401,,ja,0,,md
R,23961445,,,0,,mb
R,39844830,,,0,,mb
R,33209391,,,0,,mb
R,10718455,,,0,,fp
PYTHON,58585019,!r,py,0,,mb
R,41942974,,,0,,mb
R,41942974,,,0,,md
R,24026622,,,0,,mb
R,56254321,,,0,,mb
R,27713450,,,0,,mb
R,34335074,,,0,,me
R,33813972,,,0,,mb
R,33813972,,,0,,me
R,10369933,,,0,,md
R,42743460,,,0,,mb
R,21273934,,,0,,me
R,36651596,,,0,,dcp
R,48212530,,,0,,mb
R,10266195,,,0,,me
R,15572091,,,0,,mb
R,17155614,,,0,,dcp
R,17155614,,,0,,mb
R,26976643,,,0,,me
R,14907948,,,0,,mr
PYTHON,57921856,!r,py,0,,mb
R,41523761,,,0,,me
R,48675901,,,0,,me
R,40132694,,py,0,,mb
R,8983060,,,0,,mb
R,17105979,,,0,,mb
R,25363871,,,0,,dcp
R,13569884,,,0,,mr
R,14968874,,,0,,dcp
R,14968874,,,0,,mb
R,44416210,,,0,,mb
R,17052436,,,0,,mb
R,39550118,!py,,0,,me
R,19756178,,,0,,mb
R,16615498,,,0,,mb
R,45174695,,,0,,fp
R,61252057,,,0,,mb
R,30002013,,,0,,me
R,47609200,,,0,,fp
R,47609200,,,0,,me
R,46327928,,py,0,,dcp
R,51441267,,,0,,mb
R,11621642,,,0,,mb
R,46428779,,,0,,mb
R,31685757,,,0,,me
R,37677496,,py,0,,mb
R,33500047,,,0,,dcp
R,29637145,,,0,,fp
R,33518129,,,0,,me
R,38837319,,,0,,mb
C_CPP,15723959,!r,c+,0,,md
C_CPP,15723959,!r,c+,0,,mr
R,13897316,,,0,,mb
R,17101807,,,0,,fp
R,32290819,,,0,,md
R,9316794,,,0,,dcp
R,40436298,,,0,,mb
R,27211765,,,0,,mb
R,21809192,,,0,,dcp
R,52706456,,,0,,mb
R,36068963,,,0,,mb
R,13672340,,,0,,dcp
R,4290164,,,0,,mr
R,43683951,,,0,,me
R,32229427,,,0,,dcp
R,21753928,,py,0,,md
R,54464804,,,0,,md
R,34171687,!ja,,0,,mb
R,43267209,,,0,,mb
R,36307429,,,0,,mb
R,27971073,,,0,,mb
R,7773907,,py/ja,0,,mr
R,20370827,,,0,,me
R,52227446,,,0,,me
R,9809282,,,0,,mr
R,18911338,,,0,,mb
R,58147450,,,0,,me
R,7808011,,c+/ma,0,,mr
R,55714603,,,0,,fp
R,55714603,,,0,,me
PYTHON,49951492,!r,py,0,,mb
R,28154789,,,0,,mb
R,37008604,,,0,,me
R,37008604,,,0,,mb
R,2103152,,ma,1,0.35,me
R,2298201,,py,1,0.233333333,md
R,37096682,,,0,,me
MATLAB,53827033,!r,ma,0,,me
R,2087735,,,1,16.68333333,fp
R,2268885,,,1,148.7666667,md
R,24801452,,,0,,me
R,39146966,,,0,,mr
R,39146966,,,0,,mb
R,4811995,,ma,1,2.833333333,no
R,4903092,!ma,,1,23.11666667,me
R,5700621,,,1,1029.166667,no
R,3125527,,ma,0,,no
R,17529537,,,0,,fp
R,19323587,,,0,,mb
R,9440430,!py,,1,0.383333333,md
R,10037239,,,1,4.65,mm
R,8468716,,,1,3.616666667,fp
R,5648500,,,1,0.066666667,no
R,8422279,,,1,554.8333333,mb
R,5605090,,,1,315.85,mb
R,7390173,,ma,1,775.4666667,me
R,8596109,,,1,5.433333333,mr
PYTHON,15181311,!r,py,1,8.283333333,mb
R,1142294,,,1,3.583333333,me
R,7391179,,,1,0.633333333,mb
R,19122617,,,1,260.2,mb
R,11055502,,,1,122.5,mr
R,2079772,,,1,0.466666667,dcp
R,19170130,,,1,3.8,mb
R,11831794,,,1,195.8166667,me
R,12349122,,,1,15.83333333,mb
R,23695544,,,1,2.966666667,mb
R,13956435,,,1,0.333333333,mb
R,15318409,,,1,0.366666667,mb
R,13347443,,,1,24.28333333,mb
R,26221312,,py,1,27.28333333,dcp
R,28430674,,,1,1.1,all
R,17887747,,,1,14238.93333,dcp
R,29622242,,,1,4.233333333,dcp
R,29622242,,,1,4.233333333,mb
R,11908582,,,1,16,fp
R,27391684,,,1,256.2166667,me
MATLAB,5117337,!r,ma,1,27.66666667,mb
R,29113106,,,1,0.266666667,mb
R,14411627,,py/c+/ja,1,2.3,mb
R,18257260,,,1,1.15,mb
R,6987278,,,1,1.666666667,mb
