16047192,,1,4/16/2013 21:12,1,,,<r><machine-learning><classification><decision-tree><rpart>,4,me,,,
17551167,,1,7/9/2013 14:41,5,,,<r><machine-learning><artificial-intelligence><neural-network><survival-analysis>,5,mb,,,
9499401,,1,2/29/2012 12:44,3,,,<java><r><machine-learning>,7,md,ja,,
23961445,,1,5/30/2014 18:46,1,,,<r><machine-learning><decision-tree><rpart><supervised-learning>,6,mb,,,
39844830,,1,10/4/2016 5:35,3,,,<r><machine-learning><split><tree><party>,5,mb,,,
33209391,,1,10/19/2015 8:02,2,,,<r><machine-learning><gbm><xgboost><boosting>,14,mb,,,
10718455,,1,5/23/2012 10:51,4,,,<language-agnostic><machine-learning><sparse-matrix><pca>,17,fe,,,
58585019,,1,10/28/2019 2:06,1,,,<python><machine-learning><math><deep-learning><reinforcement-learning>,19,mb,py,!r,
41942974,,1,1/30/2017 18:29,1,,,<r><apache-spark><machine-learning><sparkr>,4,mb/md,,,
24026622,,1,6/3/2014 23:26,3,,,<r><machine-learning><cluster-analysis><missing-data>,9,mb,,,
56254321,,1,5/22/2019 10:05,1,,,<r><machine-learning><neural-network>,6,mb,,,
27713450,,1,12/30/2014 22:22,0,,,<r><machine-learning><time-series><r-caret>,6,mb,,,
34335074,,1,12/17/2015 12:51,1,,,<r><machine-learning><classification><roc>,14,me,,,
33813972,,1,11/19/2015 20:41,1,,,<r><machine-learning><svm><kernlab>,4,mb/me,,,
10369933,,1,4/29/2012 5:29,1,,,<r><machine-learning><data-mining><r-bigmemory>,5,md,,,
42743460,,1,3/12/2017 3:37,4,,,<r><dataframe><machine-learning><xgboost>,13,mb,,,
21273934,,1,1/22/2014 4:03,2,,,<r><machine-learning><classification><decision-tree><confusion-matrix>,5,me,,,
36651596,,1,4/15/2016 15:48,4,,,<r><machine-learning><classification>,6,dp,,,
48212530,,1,1/11/2018 17:12,1,,,<r><machine-learning><classification><h2o>,4,mb,,,
10266195,,1,4/22/2012 7:54,1,,,<r><machine-learning><data-visualization><svm>,4,me,,,
15572091,,1,3/22/2013 13:54,2,,,<r><machine-learning><artificial-intelligence><neural-network><survival-analysis>,9,mb,,,
17155614,,1,6/17/2013 19:50,1,,,<r><machine-learning><classification><svm>,5,dp/mb,,,
26976643,,1,11/17/2014 12:25,1,,,<r><machine-learning><confusion-matrix><r-caret>,5,me,,,
14907948,,1,2/16/2013 7:13,1,,,<machine-learning><time-series><hidden-markov-models>,9,mr,,,
57921856,,1,9/13/2019 10:25,0,,,<swift><machine-learning><classification><turi-create>,4,mb,py,!r,
41523761,,1,1/7/2017 16:36,4,,,<r><machine-learning><roc><auc>,12,me,,,
48675901,,1,2/8/2018 1:06,4,,,<r><machine-learning><neural-network><deep-learning><keras>,9,me,,,
40132694,,1,10/19/2016 13:23,0,,,<python><r><machine-learning><scikit-learn>,4,mb,py,,
8983060,,1,1/24/2012 6:55,1,,,<r><machine-learning>,4,mb,,,
17105979,,1,6/14/2013 10:03,4,,,<r><machine-learning><neural-network><nnet>,18,mb,,,
25363871,,1,8/18/2014 12:57,1,,,<r><machine-learning><statistics>,4,dp,,,
13569884,,1,11/26/2012 17:21,2,,,<algorithm><r><memory><machine-learning><bigdata>,5,mr,,,
14968874,,1,2/19/2013 22:33,1,,,<r><machine-learning><cross-validation>,15,dp/mb,,,
44416210,,1,6/7/2017 14:58,2,,,<r><machine-learning><regression><xgboost><confidence-interval>,4,mb,,,
17052436,,1,6/11/2013 19:45,2,,,<r><machine-learning><random-forest>,5,mb,,,
39550118,,1,9/17/2016 18:07,2,,,<r><machine-learning><logistic-regression>,4,me,,!py,
19756178,,1,11/3/2013 18:07,1,,,<r><machine-learning><neural-network>,5,mb,,,
16615498,,1,5/17/2013 18:17,1,,,<r><machine-learning><cluster-computing><r-caret><r-doredis>,5,mb,,,
45174695,,1,7/18/2017 18:42,1,,,<r><machine-learning><classification><random-forest>,6,fe,,,
61252057,,1,4/16/2020 13:55,0,,,<r><machine-learning><xgboost>,11,mb,,,
30002013,,1,5/2/2015 11:57,5,,,<r><machine-learning><artificial-intelligence><classification><linear-regression>,20,me,,,
47609200,,1,12/2/2017 15:00,2,,,<r><machine-learning><classification><h2o><gbm>,22,fe/me,,,
46327928,,1,9/20/2017 17:04,1,,,<python><machine-learning><scikit-learn><regression><variance>,4,dp,py,,
51441267,,1,7/20/2018 11:13,0,,,<r><machine-learning><logistic-regression><gradient-descent>,4,mb,,,
11621642,,1,7/23/2012 22:48,1,,,<r><machine-learning><cluster-analysis><k-means><kernlab>,12,mb,,,
46428779,,1,9/26/2017 14:11,1,,,<r><machine-learning><time><limit><xgboost>,4,mb,,,
31685757,,1,7/28/2015 19:48,1,,,<r><machine-learning><r-caret><rpart><gbm>,8,me,,,
37677496,,1,6/7/2016 10:59,1,,,<python><r><machine-learning><scikit-learn><xgboost>,13,mb,py,,
33500047,,1,11/3/2015 13:12,2,,,<r><machine-learning><r-caret><r-mice>,7,dp,,,
29637145,,1,4/14/2015 20:49,3,,,<r><machine-learning><classification><data-mining><gbm>,18,fe,,,
33518129,,1,11/4/2015 9:29,1,,,<r><plot><machine-learning>,4,me,,,
38837319,,1,8/8/2016 19:44,1,,,<r><foreach><machine-learning><parallel-processing><r-caret>,4,mb,,,
15723959,,1,3/30/2013 22:01,0,,,<c++><machine-learning><random-forest>,5,md/mr,c+,!r,
13897316,,1,12/15/2012 23:53,2,,,<machine-learning><neural-network>,21,mb,,,
17101807,,1,6/14/2013 5:41,0,,,<r><machine-learning>,4,fe,,,
32290819,,1,8/29/2015 21:27,2,,,<machine-learning><deep-learning><word2vec><deeplearning4j><nd4j>,8,md,,,
9316794,,1,2/16/2012 18:20,0,,,<r><machine-learning><neural-network><xts><predict>,7,dp,,,
40436298,,1,11/5/2016 8:38,0,,,<r><machine-learning><data-analysis>,4,mb,,,
27211765,,1,11/30/2014 9:19,1,,,<r><optimization><machine-learning><data-mining><random-forest>,7,mb,,,
41121072,,1,12/13/2016 12:24,1,,,<machine-learning><neural-network><artificial-intelligence><cluster-analysis>,5,mb,,!r,
21809192,,1,2/16/2014 8:58,1,,,<r><machine-learning>,6,dp,,,
52706456,,1,10/8/2018 16:24,0,,,<r><machine-learning><gbm>,5,mb,,,
36068963,,1,3/17/2016 18:34,6,,,<r><machine-learning><training-data>,16,mb,,,
22256091,,1,3/7/2014 16:58,2,,,<pandas><machine-learning><scikit-learn>,5,dp,,!r,
13672340,,1,12/2/2012 18:27,3,,,<r><machine-learning><k-means><knn><large-data>,13,dp,,,
4290164,,1,11/27/2010 4:41,3,,,<r><machine-learning><libraries><s-plus>,5,mr,,,
43683951,,1,4/28/2017 15:34,1,,,<r><machine-learning><r-caret><xgboost>,4,me,,,
32229427,,1,8/26/2015 14:28,1,,,<r><machine-learning><random-forest><missing-data>,5,dp,,,
21753928,,1,2/13/2014 12:12,3,,,<python><r><machine-learning><pmml>,5,md,py,,
54464804,,1,1/31/2019 16:14,1,,,<r><machine-learning><gbm>,6,md,,,
11389823,,1,7/9/2012 6:09,2,,,<machine-learning><random-forest>,4,fe,,!r,
34171687,,1,12/9/2015 5:55,2,,,<r><machine-learning><h2o>,5,mb,,!ja,
43267209,,1,4/6/2017 23:15,0,,,<r><machine-learning><svm><r-caret>,7,mb,,,
36307429,,1,3/30/2016 11:26,1,,,<r><machine-learning><random-forest>,5,mb,,,
27971073,,1,1/15/2015 18:45,1,,,<r><parallel-processing><machine-learning><data-mining><r-caret>,5,mb,,,
7773907,,1,10/14/2011 21:45,2,,,<machine-learning><nlp><classification><weka><nltk>,11,mr,py/ja,,
20370827,,1,12/4/2013 8:52,3,,,<r><plot><machine-learning><supervised-learning>,8,me,,,
52227446,,1,9/7/2018 17:52,1,,,<r><machine-learning><h2o>,4,me,,,
9809282,,1,3/21/2012 16:57,1,,,<optimization><machine-learning><linear-programming>,4,mr,,,
18911338,,1,9/20/2013 7:37,3,,,<r><machine-learning><svm><r-caret><kernlab>,8,mb,,,
58147450,,1,9/28/2019 14:50,2,,,<r><machine-learning><statistics><prediction><r-caret>,7,me,,,
